org_id,npi_system,npi_value,is_invalid_npi,api_error,result_count
https://oauth.ipatientcare.net/api/Organization/e167a65d-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1346280260,0,,?
https://oauth.ipatientcare.net/api/Organization/e2cb19e7-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1245545789,0,,?
https://oauth.ipatientcare.net/api/Organization/e2c7aea2-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1043699168,0,,?
https://oauth.ipatientcare.net/api/Organization/e218b952-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1841254232,0,,?
https://oauth.ipatientcare.net/api/Organization/e1cf8f58-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1588746291,0,,?
https://oauth.ipatientcare.net/api/Organization/e2937420-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1649743220,0,,?
https://oauth.ipatientcare.net/api/Organization/e281619e-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1083385181,0,,?
https://oauth.ipatientcare.net/api/Organization/e216b70f-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1861734436,0,,?
https://oauth.ipatientcare.net/api/Organization/e1b72a7f-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1427457514,0,,?
https://oauth.ipatientcare.net/api/Organization/e2c98890-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1174570774,0,,?
https://oauth.ipatientcare.net/api/Organization/e2c42e9f-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,UNK,1,,?
https://oauth.ipatientcare.net/api/Organization/e12fe442-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1558690446,0,,?
https://oauth.ipatientcare.net/api/Organization/e2b4a976-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1205852746,0,,?
https://oauth.ipatientcare.net/api/Organization/e1e2be2f-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1720276934,0,,?
https://oauth.ipatientcare.net/api/Organization/e2a85c82-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1508853797,0,,?
https://oauth.ipatientcare.net/api/Organization/e2493e0a-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1780758763,0,,?
https://oauth.ipatientcare.net/api/Organization/e153eff2-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1962794693,0,,?
https://oauth.ipatientcare.net/api/Organization/e1f49e89-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1215942073,0,,?
https://oauth.ipatientcare.net/api/Organization/e1d62b7d-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1194765941,0,,?
https://oauth.ipatientcare.net/api/Organization/e117a321-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1649412958,0,,?
https://oauth.ipatientcare.net/api/Organization/e1ee1a07-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1154075984,0,,?
https://oauth.ipatientcare.net/api/Organization/e2909a25-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1790814127,0,,?
https://oauth.ipatientcare.net/api/Organization/e1eb643f-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1962082677,0,,?
https://oauth.ipatientcare.net/api/Organization/e2ac91e7-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1578547071,0,,?
https://oauth.ipatientcare.net/api/Organization/e2a615e6-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1134635360,0,,?
https://oauth.ipatientcare.net/api/Organization/e286be07-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1568630804,0,,?
https://oauth.ipatientcare.net/api/Organization/e1d839be-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1831211473,0,,?
https://oauth.ipatientcare.net/api/Organization/e2b8ca4d-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1831205194,0,,?
https://oauth.ipatientcare.net/api/Organization/e16d04ab-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1104253327,0,,?
https://oauth.ipatientcare.net/api/Organization/e2406b70-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1740216837,0,,?
https://oauth.ipatientcare.net/api/Organization/e26082e2-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1043971922,0,,?
https://oauth.ipatientcare.net/api/Organization/e212bb65-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1750433413,0,,?
https://oauth.ipatientcare.net/api/Organization/e28ba15c-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1679784177,0,,?
https://oauth.ipatientcare.net/api/Organization/e1b64015-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1104039650,0,,?
https://oauth.ipatientcare.net/api/Organization/e1acb485-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1326135690,0,,?
https://oauth.ipatientcare.net/api/Organization/e284172d-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1861967630,0,,?
https://oauth.ipatientcare.net/api/Organization/e27fe8ed-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1639610397,0,,?
https://oauth.ipatientcare.net/api/Organization/e2b12f4a-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1043363260,0,,?
https://oauth.ipatientcare.net/api/Organization/e25b9d3b-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1700917291,0,,?
https://oauth.ipatientcare.net/api/Organization/e2c4d914-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1194737254,0,,?
https://oauth.ipatientcare.net/api/Organization/e21a954f-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1992092753,0,,?
