org_id,org_name,vendor_name,active,address_count,endpoint_count,npi_count,phone_count,contact_url_count,email_count
https://oauth.ipatientcare.net/api/Organization/e167a65d-9b75-11ef-91a9-0a34c90c8dcf,"James Glazier, M. D.",assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e2cb19e7-9b75-11ef-91a9-0a34c90c8dcf,Yonsei Pain Clinic,assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e2c7aea2-9b75-11ef-91a9-0a34c90c8dcf,Woodbridge Primary Care,assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e218b952-9b75-11ef-91a9-0a34c90c8dcf,"Devang V. Gandhi, M.D., S.C.",assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e1cf8f58-9b75-11ef-91a9-0a34c90c8dcf,"Hart Mart Medical Services, PLLC",assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e2937420-9b75-11ef-91a9-0a34c90c8dcf,"PLATINUM HEALTH REGENERATIVE SOLUTIONS, PA",assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e281619e-9b75-11ef-91a9-0a34c90c8dcf,Evolve Health,assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e216b70f-9b75-11ef-91a9-0a34c90c8dcf,A Wahid MD INC,assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e1b72a7f-9b75-11ef-91a9-0a34c90c8dcf,Chiropractic Place LLC,assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e2c98890-9b75-11ef-91a9-0a34c90c8dcf,South Branch Family Practice,assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e2c42e9f-9b75-11ef-91a9-0a34c90c8dcf,"Munster Orthopedic Institute, LLC",assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e12fe442-9b75-11ef-91a9-0a34c90c8dcf,165 SUMMIT INTERNAL MEDICINE CLINIC PA,assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e2b4a976-9b75-11ef-91a9-0a34c90c8dcf,Arunavathi Sangisetty MD APMC,assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e1e2be2f-9b75-11ef-91a9-0a34c90c8dcf,Monroe Chiropractic,assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e2a85c82-9b75-11ef-91a9-0a34c90c8dcf,"Arthritis & Osteoporosis Treatment Center, PA",assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e2493e0a-9b75-11ef-91a9-0a34c90c8dcf,MOTI TIKU MD PA,assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e153eff2-9b75-11ef-91a9-0a34c90c8dcf,Healing Touch Chiropractic PLC,assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e1f49e89-9b75-11ef-91a9-0a34c90c8dcf,Sudan Medical Clinic LLC,assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e1d62b7d-9b75-11ef-91a9-0a34c90c8dcf,Logan Student Center,assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e117a321-9b75-11ef-91a9-0a34c90c8dcf,"David Milbauer, M.D., P.A.",assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e1ee1a07-9b75-11ef-91a9-0a34c90c8dcf,"Savage Chiropractic, PC",assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e2909a25-9b75-11ef-91a9-0a34c90c8dcf,"Pediatric Care Physicians, LLC",assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e1eb643f-9b75-11ef-91a9-0a34c90c8dcf,ChiMedical Management Group,assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e2ac91e7-9b75-11ef-91a9-0a34c90c8dcf,Northern Pines Health Center,assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e2a615e6-9b75-11ef-91a9-0a34c90c8dcf,SOUTHERN REGIONAL CHIROPRACTIC AND REHABILITATION CENTER,assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e286be07-9b75-11ef-91a9-0a34c90c8dcf,"Jonna L. Schmidt, M.D., P.C.",assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e1d839be-9b75-11ef-91a9-0a34c90c8dcf,"LUBOVICH CHIROPRACTIC, P.A.",assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e2b8ca4d-9b75-11ef-91a9-0a34c90c8dcf,ABC Pediatrics of Kankakee County,assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e16d04ab-9b75-11ef-91a9-0a34c90c8dcf,"Medical Direct Care, PLC",assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e2406b70-9b75-11ef-91a9-0a34c90c8dcf,Monroe Health Center LLC,assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e26082e2-9b75-11ef-91a9-0a34c90c8dcf,Daisy Mae Family Medicine PLLC,assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e212bb65-9b75-11ef-91a9-0a34c90c8dcf,"We Care Chiropractic, L.L.C.",assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e28ba15c-9b75-11ef-91a9-0a34c90c8dcf,"Klein and Birns, PLLC",assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e1b64015-9b75-11ef-91a9-0a34c90c8dcf,Capital Heart Associates PC,assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e1acb485-9b75-11ef-91a9-0a34c90c8dcf,Amari Health,assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e284172d-9b75-11ef-91a9-0a34c90c8dcf,Monroe Pediatrics PLLC,assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e27fe8ed-9b75-11ef-91a9-0a34c90c8dcf,Denver Regenerative Health Institute PC,assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e2b12f4a-9b75-11ef-91a9-0a34c90c8dcf,Davuluri Children Clinic,assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e25b9d3b-9b75-11ef-91a9-0a34c90c8dcf,"Roseville Medical, PC",assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e2c4d914-9b75-11ef-91a9-0a34c90c8dcf,Redfield Medical Clinic,assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e21a954f-9b75-11ef-91a9-0a34c90c8dcf,"First Care Family Clinic, SC",assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e12ef4a1-9b75-11ef-91a9-0a34c90c8dcf,Moksha Derm,assurecare_llc,False,1,1,1,0,0,0
https://oauth.ipatientcare.net/api/Organization/e18298d0-9b75-11ef-91a9-0a34c90c8dcf,Roanoke Medical Associates,assurecare_llc,False,1,1,1,0,0,0
