org_id,address_hash
https://oauth.ipatientcare.net/api/Organization/e167a65d-9b75-11ef-91a9-0a34c90c8dcf,85e47764828bd011
https://oauth.ipatientcare.net/api/Organization/e2cb19e7-9b75-11ef-91a9-0a34c90c8dcf,875d5ca9c9cea1a4
https://oauth.ipatientcare.net/api/Organization/e2c7aea2-9b75-11ef-91a9-0a34c90c8dcf,c97c878a975f4c14
https://oauth.ipatientcare.net/api/Organization/e218b952-9b75-11ef-91a9-0a34c90c8dcf,8d93b304459571db
https://oauth.ipatientcare.net/api/Organization/e1cf8f58-9b75-11ef-91a9-0a34c90c8dcf,e0d4b1c0587e5c60
https://oauth.ipatientcare.net/api/Organization/e2937420-9b75-11ef-91a9-0a34c90c8dcf,4c41e80daae88720
https://oauth.ipatientcare.net/api/Organization/e281619e-9b75-11ef-91a9-0a34c90c8dcf,de229a5a90cfb260
https://oauth.ipatientcare.net/api/Organization/e216b70f-9b75-11ef-91a9-0a34c90c8dcf,ff52d1c05266b243
https://oauth.ipatientcare.net/api/Organization/e1b72a7f-9b75-11ef-91a9-0a34c90c8dcf,b3d2af9b9ceb5155
https://oauth.ipatientcare.net/api/Organization/e2c98890-9b75-11ef-91a9-0a34c90c8dcf,95fc2ea492b9b4f8
https://oauth.ipatientcare.net/api/Organization/e2c42e9f-9b75-11ef-91a9-0a34c90c8dcf,7d32dc4a3bfafce0
https://oauth.ipatientcare.net/api/Organization/e12fe442-9b75-11ef-91a9-0a34c90c8dcf,6c5c1e92b11de6f7
https://oauth.ipatientcare.net/api/Organization/e2b4a976-9b75-11ef-91a9-0a34c90c8dcf,fb67d2bdc70afefc
https://oauth.ipatientcare.net/api/Organization/e1e2be2f-9b75-11ef-91a9-0a34c90c8dcf,173519d3909a5c94
https://oauth.ipatientcare.net/api/Organization/e2a85c82-9b75-11ef-91a9-0a34c90c8dcf,98b790de13ee0da4
https://oauth.ipatientcare.net/api/Organization/e2493e0a-9b75-11ef-91a9-0a34c90c8dcf,314f19800770b35d
https://oauth.ipatientcare.net/api/Organization/e153eff2-9b75-11ef-91a9-0a34c90c8dcf,24aef042e649f871
https://oauth.ipatientcare.net/api/Organization/e1f49e89-9b75-11ef-91a9-0a34c90c8dcf,7c544c60d6916eb8
https://oauth.ipatientcare.net/api/Organization/e1d62b7d-9b75-11ef-91a9-0a34c90c8dcf,a11df42ed8dbbb4b
https://oauth.ipatientcare.net/api/Organization/e117a321-9b75-11ef-91a9-0a34c90c8dcf,fdaf6a7ae980f6d3
https://oauth.ipatientcare.net/api/Organization/e1ee1a07-9b75-11ef-91a9-0a34c90c8dcf,422c28b8b619454f
https://oauth.ipatientcare.net/api/Organization/e2909a25-9b75-11ef-91a9-0a34c90c8dcf,8aba96ea3c579ed4
https://oauth.ipatientcare.net/api/Organization/e1eb643f-9b75-11ef-91a9-0a34c90c8dcf,c2ec99811e8046da
https://oauth.ipatientcare.net/api/Organization/e2ac91e7-9b75-11ef-91a9-0a34c90c8dcf,4f4b1a57ea08c5f8
https://oauth.ipatientcare.net/api/Organization/e2a615e6-9b75-11ef-91a9-0a34c90c8dcf,0253d152b17e1789
https://oauth.ipatientcare.net/api/Organization/e286be07-9b75-11ef-91a9-0a34c90c8dcf,23cd75c7fdafa598
https://oauth.ipatientcare.net/api/Organization/e1d839be-9b75-11ef-91a9-0a34c90c8dcf,664a9d13803d8780
https://oauth.ipatientcare.net/api/Organization/e2b8ca4d-9b75-11ef-91a9-0a34c90c8dcf,1a47419958d197c8
https://oauth.ipatientcare.net/api/Organization/e16d04ab-9b75-11ef-91a9-0a34c90c8dcf,b78b8fbe891a59da
https://oauth.ipatientcare.net/api/Organization/e2406b70-9b75-11ef-91a9-0a34c90c8dcf,3d072d7025bf4c35
https://oauth.ipatientcare.net/api/Organization/e26082e2-9b75-11ef-91a9-0a34c90c8dcf,d7193784a6957ea7
https://oauth.ipatientcare.net/api/Organization/e212bb65-9b75-11ef-91a9-0a34c90c8dcf,7caa2bbf0874cc20
https://oauth.ipatientcare.net/api/Organization/e28ba15c-9b75-11ef-91a9-0a34c90c8dcf,f82d734a1b95a8fc
https://oauth.ipatientcare.net/api/Organization/e1b64015-9b75-11ef-91a9-0a34c90c8dcf,3427d608728390eb
https://oauth.ipatientcare.net/api/Organization/e1acb485-9b75-11ef-91a9-0a34c90c8dcf,fc4ec8f819aeedc7
https://oauth.ipatientcare.net/api/Organization/e284172d-9b75-11ef-91a9-0a34c90c8dcf,34ceb0ee06c1ab1b
https://oauth.ipatientcare.net/api/Organization/e27fe8ed-9b75-11ef-91a9-0a34c90c8dcf,19cbf843b545e9b4
https://oauth.ipatientcare.net/api/Organization/e2b12f4a-9b75-11ef-91a9-0a34c90c8dcf,afd988b19c943602
